step	accuracy
0	0.8279833197593689
1	0.8697999715805054
2	0.8785833120346069
3	0.8853166699409485
4	0.8895000219345093
5	0.8943333625793457
6	0.8962666392326355
7	0.8999000191688538
8	0.903083324432373
9	0.9044333100318909
