epoch,loss,accuracy
1,0.5024759769439697,0.8222166895866394
2,0.3643626570701599,0.8676833510398865
3,0.32688143849372864,0.8792666792869568
4,0.30721259117126465,0.8864499926567078
5,0.2923205494880676,0.8898833394050598
6,0.2813963294029236,0.8934666514396667
7,0.27265411615371704,0.8948666453361511
8,0.2625597417354584,0.8983500003814697
9,0.2566806375980377,0.9014833569526672
10,0.25178125500679016,0.9039166569709778
11,0.24576014280319214,0.904449999332428
